?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HAO_0001792>	"The thoracic muscle that inserts on the mesophragma."	
<http://purl.obolibrary.org/obo/HAO_0001670>	"The notch that is located on the margin of sawtooth."	
<http://purl.obolibrary.org/obo/AISM_0004221>	"The noto-pleural conjunctiva that joins the metanotum and the metapleuron."@en	
<http://purl.obolibrary.org/obo/HAO_0002432>	"The carina that is transverse and dorsal to the nucha."	
<http://purl.obolibrary.org/obo/PATO_0001543>	"A physical quality inhering in a bearer by virtue of the bearer's disposition to being turned, bowed, or twisted without breaking."	
<http://purl.obolibrary.org/obo/PATO_0002219>	"A quality inhering in a bearer that is shaped in the form of a fan."	
<http://purl.obolibrary.org/obo/AISM_0002055>	"The cranio-labial muscle that is attached to the prementum and the paraglossa."@en	
<http://purl.obolibrary.org/obo/HAO_0000847>	"The postoccipital muscle that arises from the pronotum and inserts on the postocciput."	
<http://purl.obolibrary.org/obo/AISM_0000147>	"The somatic muscle that inserts in the femur."@en	
<http://purl.obolibrary.org/obo/HAO_0000638>	"The joint that is composed of two sclerites that are connected with one articulation."	
<http://purl.obolibrary.org/obo/AISM_0002033>	"The insect cranio-maxillar muscle that is attached to the stipes and the lacinia."@en	
<http://purl.obolibrary.org/obo/HAO_0001233>	"The process that is located laterally (dorsally) on the proximal margin of the mesotibia and corresponds to the site of insertion of the lateral mesofemoro-mesotibial muscle."	
<http://purl.obolibrary.org/obo/HAO_0001067>	"The pit that is located ventrally on the pronotum."	
<http://purl.obolibrary.org/obo/HAO_0002409>	"The anatomical line between the distalmost point of the gonostyle volsella complex and the distalmost point of the harpe in lateral view."	
<http://purl.obolibrary.org/obo/HAO_0002528>	"The invagination that is at the ventral end of the of the metapleural carina."	
<http://purl.obolibrary.org/obo/HAO_0001950>	"The carina that extends medially on the lower face."	
<http://purl.obolibrary.org/obo/AISM_0004238>	"The ectodermal gland that is composed of multiple cells."@en	
<http://purl.obolibrary.org/obo/HAO_0002146>	"The area of the postmental area that is limited laterally by the median margins of the stipites, proximally by the anterior margin of the intercardinal area and distally by the proximal margin of the prementum."	
<http://purl.obolibrary.org/obo/HAO_0000314>	"The labial muscle that arises from the prementum and inserts on the first sclerite of the labial palp."	
<http://purl.obolibrary.org/obo/HAO_0001739>	"The area that is anterior on the foregut and that is situated posterior to the cibarium."	
<http://purl.obolibrary.org/obo/HAO_0000812>		
<http://purl.obolibrary.org/obo/HAO_0001308>	"The projection that is located submedially on the distal margin of the hypopygium."	
<http://purl.obolibrary.org/obo/HAO_0002136>	"The lobe that is located medially on the internal wall of the galeo-lacinial complex and margined by the galeal comb."	
<http://purl.obolibrary.org/obo/HAO_0000879>	"The ventral gonostyle/volsella complex-penisvalval muscle that arises ventromedially from the gonostyle/volsella complex, inserts on the proximal end of the penisvalva and is oriented proximodorsally."	
<http://purl.obolibrary.org/obo/HAO_0001558>	"The articulation between the first valvifer and second valvifer."	
<http://purl.obolibrary.org/obo/AISM_0004172>	"The cuticle of the segment of a mid leg attached to the distal margin of the mesocoxa by the mesocoxal-mesotrochanteral conjunctiva and to the proximal margin of the mesofemur by the mesotrochantero-mesofemoral conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001418>	"The abdominal spiracle that is located in the abdominal segment 3."	
<http://purl.obolibrary.org/obo/HAO_0000282>		
<http://purl.obolibrary.org/obo/HAO_0002336>	"The anatomical line that is the shortest between the center of the petiolar spiracle and the posterior margin of the petiole in lateral view."	
<http://purl.obolibrary.org/obo/AISM_0004147>	"The sclerite that is on the lateral region of the notum and is adjacent to the wing."@en	
<http://purl.obolibrary.org/obo/HAO_0000251>	"The ventral gonostyle/volsella complex-penisvalval muscle that arises from the proximoventral part of the gonostyle/volsella complex, inserts medially on the penisvalva and is oriented distodorsally."	
<http://purl.obolibrary.org/obo/HAO_0000170>	"The wing vein that is basally located on the fore wing and connects or nearly connects the submarginal vein and the medial plus cubital veins."	
<http://purl.obolibrary.org/obo/HAO_0000567>	"The sclerite that bears the mesophragma and the mesolaterophragma."	
<http://purl.obolibrary.org/obo/HAO_0000152>	"The impression that is on the first valvifer-first valvula complex accommodates the rhachis."	
<http://purl.obolibrary.org/obo/HAO_0002181>	"The area of the second valvifer-second valvula-third valvula complex that is proximal to the basal articulation."	
<http://purl.obolibrary.org/obo/HAO_0001400>	"The lateral pectal fossa of the coxa that is located laterally on the probasicoxite and accommodates the lateral coxal condyle of the propleuron."	
<http://purl.obolibrary.org/obo/HAO_0000570>	"The sulcus that extends along the anterior margin of the mesoscutum between the anterior-most point of the preaxilla and the anteroadmedian line and corresponds to the vertical lobe of the mesoscutum."	
<http://purl.obolibrary.org/obo/HAO_0001857>	"The carina that delimits posteriorly the subaxillular bar."	
<http://purl.obolibrary.org/obo/HAO_0000946>	"The apophysis that is located medially on the anterior margin of the abdominal sternum 9 and corresponds to the site of origin of the mediolateral S9-cupulal muscles."	
<http://purl.obolibrary.org/obo/HAO_0002386>	"The distal projection of the volsella that corresponds to the apical parossiculal seta."	
<http://purl.obolibrary.org/obo/HAO_0001910>	"The anatomical space that is located between the hypoproct and the epiproct and is continuous with the alimentary canal."	
<http://purl.obolibrary.org/obo/HAO_0001085>	"The area that is located on the parossiculus ventromedially of the cuspis."	
<http://purl.obolibrary.org/obo/AISM_0000310>	"The mesotarsomere that is distal to the mesotarsomere 2 and is encircled by the mesotarsomere 2-mesotarsomere 3 conjunctiva."@en	
<http://purl.obolibrary.org/obo/PR_000000001>	"An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof."	
<http://purl.obolibrary.org/obo/AISM_0004216>	"The insect thoracic muscle that extends between two furcae."@en	
<http://purl.obolibrary.org/obo/HAO_0000911>	"The anatomical cluster that is composed of antennal scrobes."	
<http://purl.obolibrary.org/obo/HAO_0001335>	"The protrochanteral muscle that arises posteriorly form the procoxa and inserts on the proximal margin of the protrochanter just laterally of the posterior coxal fossa of the protrochanter."	
<http://purl.obolibrary.org/obo/HAO_0002326>	"The longest diameter of the eye."	
<http://purl.obolibrary.org/obo/HAO_0001795>	"The area that is located proximoventrally on the mandible, is projected posteriorly and bears posteroventrally oriented rows of spines."	
<http://purl.obolibrary.org/obo/HAO_0001899>	"The flagellomere that is located immediately distal to the seventh flagellomere."	
<http://purl.obolibrary.org/obo/HAO_0001464>	"The articular process that is located ventrolaterally on the mesopleuron and bears the lateral coxal condyle of the mesopleuron."	
<http://purl.obolibrary.org/obo/HAO_0002145>	"The area that is located between the cardines and limited proximally and distally by the anatomical line that extends between the proximal and distal ends of the left and right cardines."	
<http://purl.obolibrary.org/obo/HAO_0001425>	"The sternum that is located on the abdominal segment."	
<http://purl.obolibrary.org/obo/AISM_0004278>	"The thoracic foramen that is at the posterior margin of the cuticle of the prothorax."@en	
<http://purl.obolibrary.org/obo/HAO_0000729>	"The sclerite that articulates with the leg and is connected along its dorsal margin with the notum and ventral margin with the sternum."	
<http://purl.obolibrary.org/obo/HAO_0001317>	"The basisternum that is located in the propectus."	
<http://purl.obolibrary.org/obo/HAO_0000307>	"The carina that is vertical, crosses the pronotum and separates the lateral pronotal area from the median pronotal area."	
<http://purl.obolibrary.org/obo/HAO_0001458>	"The laterotergite that is located on abdominal tergum 5."	
<http://purl.obolibrary.org/obo/AISM_0004209>	"The insect thoracic muscle that extends between the pronotum and the mesonotum."@en	
<http://purl.obolibrary.org/obo/HAO_0000997>	"The apodeme that extends between the posterior tentorial pit and the anterior tentorial pit."	
<http://purl.obolibrary.org/obo/HAO_0002201>	"The sclerite that is located medially on the paraglossa and articulates with the anterior glossal plate and is continuous with the hypopharyngeal rod.."	
<http://purl.obolibrary.org/obo/HAO_0001911>	"The carina that delimits the anterior vertical area of T2 from the posterior horizontal area."	
<http://purl.obolibrary.org/obo/AISM_0002039>	"The cuticle of the maxillary palpomere that is attached to the distal margin of the maxillary palpomere II."@en	
<http://purl.obolibrary.org/obo/AISM_0000359>	"The cuticular protrusion on the anterior margin of the clypeus."@en	
<http://purl.obolibrary.org/obo/HAO_0001568>	"The carina that is the vertical section of the epomial carina that begins ventrally and terminates at the junction of the transverse pronotal carina and the lateral epomia."	
<http://purl.obolibrary.org/obo/HAO_0000975>	"The signum that is located submedially on the ventral face of the mesopleuron. The subpleural signum corresponds to the site of origin of the first mesopleuro-mesonotal (pl2-t2a) muscle."	
<http://purl.obolibrary.org/obo/HAO_0002024>	"The tergum that is located in the gaster."	
<http://purl.obolibrary.org/obo/HAO_0001572>	"The area that surrounds the scutellar plate and differs from it in sculpture."	
<http://purl.obolibrary.org/obo/AISM_0000526>	"The cuticular protrusion of a sclerite that is rounded (circular)."@en	
<http://purl.obolibrary.org/obo/HAO_0001174>		
<http://purl.obolibrary.org/obo/HAO_0002091>	"The fossa that articulates with the basistipital process."	
<http://purl.obolibrary.org/obo/AISM_0000101>	"The conjunctiva that is attached to the pronotum and the mesopectus."@en	
<http://purl.obolibrary.org/obo/HAO_0002477>	"The procoxal muscle that arises from the prorspinasternum."	
<http://purl.obolibrary.org/obo/AISM_0000016>	"The articulation between the scapus and the cranium."@en	
<http://purl.obolibrary.org/obo/AISM_0004148>	"The sclerite of the pterothorax that is attached to some muscle."@en	
<http://purl.obolibrary.org/obo/HAO_0001212>	"The articular process that is located dorsally on the proximal margin of the metabasitarsus and bears the tibial condyle of the metabasitarsus."	
<http://purl.obolibrary.org/obo/HAO_0000807>	"The area that is concave, is located on the vertex and is limited anteriorly by the preoccipital carina and posteriorly by the occipital carina."	
<http://purl.obolibrary.org/obo/AISM_0004036>	"Each ridge on the ventral region of the head capsule marking the sides of the gula."@en	
<http://purl.obolibrary.org/obo/BSPO_0000017>	"An axis that bisects an organism from left to right sides of body, through a sagittal plane."	
<http://purl.obolibrary.org/obo/AISM_0004249>	"The insect wing vein that is posterior to the media and anterior to the postcubitus."@en	
<http://purl.obolibrary.org/obo/HAO_0000513>	"The appendage that is encircled by the area that is proximally delimited by the hypostoma posteriorly, the median margin of the mandible laterally, the labrum anterolaterally and the labium medially."	
